19,20;Private;10;Never-married;*;Black;Male;United-States;<=50K
38,47;Private;15;Married-civ-spouse;Prof-specialty;White;*;*;>50K
38,47;Private;15;Married-civ-spouse;Prof-specialty;White;*;*;>50K
42,71;*;10,13;Separated;*;Black;Male;United-States;<=50K
42,71;*;10,13;Separated;*;Black;Male;United-States;<=50K
18,24;Private;7,9;Never-married;Other-service;White;Female;United-States;<=50K
18,24;Private;7,9;Never-married;Other-service;White;Female;United-States;<=50K
44,49;Local-gov;10,11;Married-civ-spouse;*;Black;Male;United-States;>50K
44,49;Local-gov;10,11;Married-civ-spouse;*;Black;Male;United-States;>50K
17,18;Private;7;Never-married;Sales;White;Female;United-States;<=50K
17,18;Private;7;Never-married;Sales;White;Female;United-States;<=50K
44,48;*;9;Married-civ-spouse;Transport-moving;*;Male;United-States;<=50K
44,48;*;9;Married-civ-spouse;Transport-moving;*;Male;United-States;<=50K
26,31;Private;14;Never-married;Prof-specialty;White;Female;United-States;<=50K
26,31;Private;14;Never-married;Prof-specialty;White;Female;United-States;>50K
53;Private;5,7;Married-civ-spouse;Handlers-cleaners;*;Male;United-States;<=50K
53;Private;5,7;Married-civ-spouse;Handlers-cleaners;*;Male;United-States;<=50K
39,40;Federal-gov;12,14;Never-married;Exec-managerial;White;*;United-States;>50K
39,40;Federal-gov;12,14;Never-married;Exec-managerial;White;*;United-States;<=50K
49,60;Private;9,10;Married-civ-spouse;Craft-repair;Asian-Pac-Islander;Male;United-States;<=50K
49,60;Private;9,10;Married-civ-spouse;Craft-repair;Asian-Pac-Islander;Male;United-States;>50K
41,45;*;13;Divorced;Exec-managerial;White;*;United-States;<=50K
41,45;*;13;Divorced;Exec-managerial;White;*;United-States;<=50K
21,30;Private;9,10;Never-married;Craft-repair;Black;Male;United-States;<=50K
21,30;Private;9,10;Never-married;Craft-repair;Black;Male;United-States;<=50K
45,66;*;11;*;Prof-specialty;White;Female;United-States;<=50K
45,66;*;11;*;Prof-specialty;White;Female;United-States;>50K
34,41;Private;9;Married-civ-spouse;Adm-clerical;*;Male;United-States;<=50K
34,41;Private;9;Married-civ-spouse;Adm-clerical;*;Male;United-States;<=50K
47,53;Self-emp-not-inc;13,14;*;Prof-specialty;White;*;United-States;<=50K
47,53;Self-emp-not-inc;13,14;*;Prof-specialty;White;*;United-States;<=50K
37,40;Private;10,13;Married-civ-spouse;Exec-managerial;*;Male;United-States;>50K
37,40;Private;10,13;Married-civ-spouse;Exec-managerial;*;Male;United-States;<=50K
20,31;*;9,10;Never-married;Adm-clerical;White;Female;United-States;<=50K
20,31;*;9,10;Never-married;Adm-clerical;White;Female;United-States;<=50K
35,52;Private;11,13;Married-civ-spouse;Other-service;White;Male;*;<=50K
35,52;Private;11,13;Married-civ-spouse;Other-service;White;Male;*;<=50K
27,35;Private;10;Never-married;Sales;*;Female;United-States;<=50K
27,35;Private;10;Never-married;Sales;*;Female;United-States;<=50K
41,56;gov;13;Married-civ-spouse;Tech-support;White;Male;United-States;>50K
41,56;gov;13;Married-civ-spouse;Tech-support;White;Male;United-States;<=50K
21,25;Private;9,10;Never-married;Other-service;White;Female;United-States;<=50K
21,25;Private;9,10;Never-married;Other-service;White;Female;United-States;<=50K
28,46;State-gov;9,14;*;Protective-serv;White;Male;United-States;<=50K
28,46;State-gov;9,14;*;Protective-serv;White;Male;United-States;<=50K
25,37;Private;10,14;Married-civ-spouse;Exec-managerial;*;Female;United-States;<=50K
25,37;Private;10,14;Married-civ-spouse;Exec-managerial;*;Female;United-States;<=50K
32,48;Private;7,9;Never-married;Machine-op-inspct;White;Male;*;<=50K
32,48;Private;7,9;Never-married;Machine-op-inspct;White;Male;*;<=50K
29,45;Self-emp-not-inc;13,14;Married-civ-spouse;Sales;White;Male;United-States;>50K
29,45;Self-emp-not-inc;13,14;Married-civ-spouse;Sales;White;Male;United-States;>50K
53,59;Private;9;Divorced;*;White;Female;United-States;<=50K
53,59;Private;9;Divorced;*;White;Female;United-States;<=50K
32,34;*;9;Never-married;*;Black;Male;United-States;<=50K
32,34;*;9;Never-married;*;Black;Male;United-States;<=50K
44,47;Private;13;Married-civ-spouse;Exec-managerial;White;*;United-States;>50K
44,47;Private;13;Married-civ-spouse;Exec-managerial;White;*;United-States;>50K
24,25;Self-emp-not-inc;9;Never-married;*;White;Male;United-States;<=50K
24,25;Self-emp-not-inc;9;Never-married;*;White;Male;United-States;<=50K
27,53;Private;9,11;Married-civ-spouse;Adm-clerical;White;Female;United-States;>50K
27,53;Private;9,11;Married-civ-spouse;Adm-clerical;White;Female;United-States;<=50K
23,29;Local-gov;10,12;Never-married;*;White;Male;United-States;<=50K
23,29;Local-gov;10,12;Never-married;*;White;Male;United-States;<=50K
43,49;Private;9,10;leave;Adm-clerical;White;Female;United-States;<=50K
43,49;Private;9,10;leave;Adm-clerical;White;Female;United-States;<=50K
34,49;Local-gov;9,13;Married-civ-spouse;Protective-serv;White;Male;United-States;>50K
34,49;Local-gov;9,13;Married-civ-spouse;Protective-serv;White;Male;United-States;>50K
35,44;Private;9;Divorced;Craft-repair;White;*;United-States;>50K
35,44;Private;9;Divorced;Craft-repair;White;*;United-States;<=50K
50,51;*;13;Married-civ-spouse;Exec-managerial;White;Male;United-States;<=50K
50,51;*;13;Married-civ-spouse;Exec-managerial;White;Male;United-States;>50K
20,23;Private;10,13;Never-married;*;White;Female;United-States;<=50K
20,23;Private;10,13;Never-married;*;White;Female;United-States;<=50K
32,61;Self-emp-inc;9;Married-civ-spouse;Craft-repair;White;Male;United-States;<=50K
32,61;Self-emp-inc;9;Married-civ-spouse;Craft-repair;White;Male;United-States;>50K
24,28;Private;12,13;Never-married;Sales;White;*;United-States;<=50K
24,28;Private;12,13;Never-married;Sales;White;*;United-States;<=50K
38,43;Self-emp-not-inc;9;Married-civ-spouse;Craft-repair;White;Male;United-States;<=50K
38,43;Self-emp-not-inc;9;Married-civ-spouse;Craft-repair;White;Male;United-States;<=50K
19,28;Private;9,10;*;Adm-clerical;White;Female;United-States;<=50K
19,28;Private;9,10;*;Adm-clerical;White;Female;United-States;<=50K
37,41;*;9,11;Married-civ-spouse;Craft-repair;White;Male;United-States;<=50K
37,41;*;9,11;Married-civ-spouse;Craft-repair;White;Male;United-States;>50K
27,28;Private;9,10;*;Sales;White;Female;United-States;<=50K
27,28;Private;9,10;*;Sales;White;Female;United-States;<=50K
39,50;*;9,13;Divorced;Exec-managerial;White;Male;United-States;>50K
39,50;*;9,13;Divorced;Exec-managerial;White;Male;United-States;<=50K
36,46;Private;9;*;Other-service;White;Female;United-States;<=50K
36,46;Private;9;*;Other-service;White;Female;United-States;<=50K
37,39;gov;10,13;*;Adm-clerical;White;Male;United-States;<=50K
37,39;gov;10,13;*;Adm-clerical;White;Male;United-States;>50K
57,79;Private;10,11;Married-civ-spouse;Prof-specialty;White;Male;United-States;<=50K
57,79;Private;10,11;Married-civ-spouse;Prof-specialty;White;Male;United-States;<=50K
23,36;Private;9,10;Never-married;Machine-op-inspct;White;*;United-States;<=50K
23,36;Private;9,10;Never-married;Machine-op-inspct;White;*;United-States;<=50K
30,31;*;10,12;Married-civ-spouse;Adm-clerical;White;Male;United-States;<=50K
30,31;*;10,12;Married-civ-spouse;Adm-clerical;White;Male;United-States;>50K
47,70;Private;10;*;Tech-support;White;Male;United-States;<=50K
47,70;Private;10;*;Tech-support;White;Male;United-States;<=50K
30,31;Private;5,9;Married-civ-spouse;Machine-op-inspct;White;Male;United-States;<=50K
30,31;Private;5,9;Married-civ-spouse;Machine-op-inspct;White;Male;United-States;<=50K
23,25;Private;9,13;Never-married;Handlers-cleaners;White;Male;United-States;<=50K
23,25;Private;9,13;Never-married;Handlers-cleaners;White;Male;United-States;<=50K
49,64;Private;7,9;Married-civ-spouse;Craft-repair;White;Male;United-States;<=50K
49,64;Private;7,9;Married-civ-spouse;Craft-repair;White;Male;United-States;<=50K
19,29;Private;10,11;Never-married;Prof-specialty;White;Male;United-States;<=50K
19,29;Private;10,11;Never-married;Prof-specialty;White;Male;United-States;<=50K
42,76;Private;13,14;Married-civ-spouse;Exec-managerial;White;Male;United-States;>50K
42,76;Private;13,14;Married-civ-spouse;Exec-managerial;White;Male;United-States;>50K
18,30;Private;7;Never-married;Handlers-cleaners;White;Male;United-States;<=50K
18,30;Private;7;Never-married;Handlers-cleaners;White;Male;United-States;<=50K
40,42;Private;16;Married-civ-spouse;Prof-specialty;White;Male;United-States;>50K
40,42;Private;16;Married-civ-spouse;Prof-specialty;White;Male;United-States;>50K
18,30;Private;5,9;Never-married;Sales;White;Male;United-States;<=50K
18,30;Private;5,9;Never-married;Sales;White;Male;United-States;<=50K
33;Private;13,14;Married-civ-spouse;Prof-specialty;White;Male;United-States;<=50K
33;Private;13,14;Married-civ-spouse;Prof-specialty;White;Male;United-States;<=50K
18,27;Private;9;Never-married;Other-service;White;Male;United-States;<=50K
18,27;Private;9;Never-married;Other-service;White;Male;United-States;<=50K
51,55;Private;10;Married-civ-spouse;Sales;White;Male;United-States;<=50K
51,55;Private;10;Married-civ-spouse;Sales;White;Male;United-States;>50K
27,29;Private;9,13;Never-married;Craft-repair;White;Male;United-States;<=50K
27,29;Private;9,13;Never-married;Craft-repair;White;Male;United-States;<=50K
37,59;Private;9,10;Married-civ-spouse;Sales;White;Male;United-States;<=50K
37,59;Private;9,10;Married-civ-spouse;Sales;White;Male;United-States;>50K
20,21;Private;10;Never-married;*;White;Male;United-States;<=50K
20,21;Private;10;Never-married;*;White;Male;United-States;<=50K
38,43;Private;7;Married-civ-spouse;*;White;Male;United-States;<=50K
38,43;Private;7;Married-civ-spouse;*;White;Male;United-States;<=50K
19,21;Private;9;Never-married;Craft-repair;White;Male;United-States;<=50K
19,21;Private;9;Never-married;Craft-repair;White;Male;United-States;<=50K
30,37;Private;13;Married-civ-spouse;Sales;White;Male;United-States;<=50K
30,37;Private;13;Married-civ-spouse;Sales;White;Male;United-States;<=50K
22,29;Private;9;*;Craft-repair;White;Male;United-States;<=50K
22,29;Private;9;*;Craft-repair;White;Male;United-States;<=50K
40,43;Private;10,12;Married-civ-spouse;*;White;Male;United-States;<=50K
40,43;Private;10,12;Married-civ-spouse;*;White;Male;United-States;>50K
29,36;Private;10;Divorced;*;White;Male;United-States;<=50K
29,36;Private;10;Divorced;*;White;Male;United-States;<=50K
36,48;Private;9;Married-civ-spouse;Craft-repair;White;Male;United-States;<=50K
36,48;Private;9;Married-civ-spouse;Craft-repair;White;Male;United-States;<=50K
38,42;Private;9;*;Handlers-cleaners;White;Male;United-States;<=50K
38,42;Private;9;*;Handlers-cleaners;White;Male;United-States;<=50K
24;Private;10,13;Married-civ-spouse;*;White;Male;United-States;<=50K
24;Private;10,13;Married-civ-spouse;*;White;Male;United-States;<=50K
22,39;Private;10;*;*;White;Male;United-States;<=50K
22,39;Private;10;*;*;White;Male;United-States;<=50K
